term,estimate,std.error,statistic,p.value,conf.low,conf.high
gender_adjmale,2.5049316427125596,0.12771046419821658,7.190181725445629,6.470514219465405e-13,1.9502421328292843,3.217386410147822
gender_adjunknown,1.758642940183847,0.19522305712693877,2.8917816533942324,0.003830640666526959,1.1995089851294995,2.578409190260949
