term,estimate,std.error,statistic,p.value,conf.low,conf.high
male,2.5372116085987715,0.12986486615145457,7.169496367396737,7.527416624810376e-13,1.9670505254130126,3.272637211724251
male:pb_z,0.9213815949212948,0.1392466374928684,-0.5880285748905376,0.5565131130440952,0.7013141153345871,1.2105047152155062
male:ts_z,0.8710943939615841,0.12938539294252552,-1.0666191184709137,0.2861438636755669,0.6759773941828181,1.1225307972149146
