team_gender,team_size.trend,SE,df,asymp.LCL,asymp.UCL,z.ratio,p.value
only boys,0.3721853980660818,0.5752391269532505,Inf,-0.7552625732605527,1.4996333693927164,0.6470098792433658,0.5176255496239058
mixed,0.7710325381710001,0.5174481467369992,Inf,-0.24314719330051515,1.7852122696425154,1.4900672522127882,0.13620655373376714
only girls,-0.259510893167948,0.49215234220640997,Inf,-1.2241117587995434,0.7050899724636472,-0.5272978931777764,0.5979867370890533
