team_gender,team_size.trend,SE,df,asymp.LCL,asymp.UCL,z.ratio,p.value
only boys,0.2638317752202915,0.690293896814136,Inf,-1.0891194012832233,1.6167829517238061,0.3822020974514412,0.7023114661860244
mixed,1.6763477049567466,0.7174078707384269,Inf,0.2702541160838636,3.0824412938296293,2.336673144150599,0.019456185985423508
only girls,0.3726715568407471,0.5552620570009854,Inf,-0.7156220768628108,1.4609651905443048,0.6711633761787648,0.5021164569276009
