team_gender,prob,SE,df,asymp.LCL,asymp.UCL
only boys,0.9568882328829447,0.02664377570667217,Inf,0.862240791900223,0.9874543212258319
mixed,0.9578510661130596,0.023661688231551167,Inf,0.8781231771373288,0.9862407590220714
only girls,0.7961622355989747,0.0877281911448191,Inf,0.5751704422481362,0.9184880139321958
