team_id,year,school_id,class_id,student_id,role,gender,gender_prob,gender_adj,team_coed,school_single_sex,school_icsea,sector,locale
31,2025,S028,S028_C01,5,head_scientist,male,0.86,unknown,NA,coed,860,Government,Remote
31,2025,S028,S028_C01,1,mechanics_lead,female,0.9,female,NA,coed,860,Government,Remote
31,2025,S028,S028_C01,2,narrative_designer,female,0.86,unknown,NA,coed,860,Government,Remote
31,2025,S028,S028_C01,2,project_manager,female,0.86,unknown,NA,coed,860,Government,Remote
31,2025,S028,S028_C01,3,team_captain,male,1,male,NA,coed,860,Government,Remote
32,2025,S069,S069_C01,1,art_lead,female,0.98,female,NA,coed,1140,Non-government,Metropolitan
32,2025,S069,S069_C01,4,custom_role,male,0.75,unknown,NA,coed,1140,Non-government,Metropolitan
32,2025,S069,S069_C01,4,custom_role,male,0.75,unknown,NA,coed,1140,Non-government,Metropolitan
32,2025,S069,S069_C01,2,head_scientist,female,0.99,female,NA,coed,1140,Non-government,Metropolitan
32,2025,S069,S069_C01,5,mechanics_lead,male,0.7,unknown,NA,coed,1140,Non-government,Metropolitan
32,2025,S069,S069_C01,3,narrative_designer,male,0.97,male,NA,coed,1140,Non-government,Metropolitan
32,2025,S069,S069_C01,6,project_manager,male,0.99,male,NA,coed,1140,Non-government,Metropolitan
32,2025,S069,S069_C01,6,team_captain,male,0.99,male,NA,coed,1140,Non-government,Metropolitan
33,2025,S069,S069_C01,1,art_lead,female,0.64,unknown,NA,coed,1140,Non-government,Metropolitan
33,2025,S069,S069_C01,2,custom_role,female,0.98,female,NA,coed,1140,Non-government,Metropolitan
33,2025,S069,S069_C01,2,custom_role,female,0.98,female,NA,coed,1140,Non-government,Metropolitan
33,2025,S069,S069_C01,4,narrative_designer,female,0.96,female,NA,coed,1140,Non-government,Metropolitan
33,2025,S069,S069_C01,2,project_manager,female,0.98,female,NA,coed,1140,Non-government,Metropolitan
33,2025,S069,S069_C01,3,team_captain,female,0.97,female,NA,coed,1140,Non-government,Metropolitan
34,2025,S069,S069_C01,2,art_lead,male,0.99,male,NA,coed,1140,Non-government,Metropolitan
34,2025,S069,S069_C01,2,head_scientist,male,0.99,male,NA,coed,1140,Non-government,Metropolitan
34,2025,S069,S069_C01,1,mechanics_lead,male,1,male,NA,coed,1140,Non-government,Metropolitan
34,2025,S069,S069_C01,2,narrative_designer,male,0.99,male,NA,coed,1140,Non-government,Metropolitan
34,2025,S069,S069_C01,3,project_manager,male,0.99,male,NA,coed,1140,Non-government,Metropolitan
34,2025,S069,S069_C01,3,team_captain,male,0.99,male,NA,coed,1140,Non-government,Metropolitan
35,2025,S069,S069_C01,3,art_lead,male,0.99,male,NA,coed,1140,Non-government,Metropolitan
